callsign,airline,runway,atot,sid,sid_family,aircraft_type,wake,engine_class,track_start_time,track_end_time,start_from_thr_time,sep_is_first_departure_for_runway,thr_sid,thr_aircraft_type,thr_atot,thr_passes_thr_filter,thr_cross_time,thr_cross_lat,thr_cross_lon,thr_cross_alt_ft,thr_cross_ias_kt,thr_cross_heading_deg,thr_min_dist_thr_nm,thr_turned_before_thr,thr_turn_start_time,sep_leader,sep_atot_leader,sep_atot_follower,sep_leader_sid,sep_follower_sid,sep_leader_sid_family,sep_follower_sid_family,sep_leader_aircraft_type,sep_follower_aircraft_type,sep_leader_wake,sep_follower_wake,sep_leader_class,sep_follower_class,sep_same_sid_family,sep_radar_twr_time,sep_radar_tma_min_time,sep_twr_computable,sep_tma_computable,sep_computation_note,sep_radar_twr_nm,sep_radar_twr_dalt_ft,sep_radar_twr_loss,sep_radar_tma_min_nm,sep_radar_tma_dalt_ft,sep_radar_tma_loss,sep_wake_twr_required_nm,sep_wake_twr_required_s,sep_wake_twr_actual_nm,sep_wake_twr_actual_s,sep_wake_twr_loss,sep_wake_tma_required_nm,sep_wake_tma_actual_nm,sep_wake_tma_loss,sep_loa_required_nm,sep_loa_actual_nm,sep_loa_loss,turn_sid,turn_aircraft_type,turn_atot,turn_turn_start_time,turn_turn_start_lat,turn_turn_start_lon,turn_turn_start_x_m,turn_turn_start_y_m,turn_turn_start_alt_ft,turn_turn_start_ias_kt,turn_turn_start_roll_angle_deg,turn_turn_start_heading_deg,turn_turn_start_tta_deg,turn_turn_start_dist_thr_nm,turn_detection_method,turn_crosses_r234,turn_r234_cross_lat,turn_r234_cross_lon,nadp_sid,nadp_aircraft_type,nadp_wake,nadp_atot,nadp_ias_at_800ft,nadp_alt_at_800ft,nadp_ias_at_3000ft,nadp_alt_at_3000ft,nadp_delta_ias_kt,nadp_nadp,nadp_threshold_kt,nadp_time_at_800ft,nadp_time_at_3000ft
NSZ3DA,NSZ,24L,2026-05-23T06:13:13,DALIN1C,MISMA_SID_G3,B738,M,R,2026-05-23T05:53:05,2026-05-23T06:16:13,2026-05-23T06:13:02,False,DALIN1C,B738,2026-05-23T06:13:13,True,2026-05-23T06:13:23.171397451,41.28217494839313,2.074398970186351,229.52945016958293,169.0,-111.972656,0.008468577337451658,False,2026-05-23T06:13:32,VLG6ZP,2026-05-23T06:12:08,2026-05-23T06:13:13,OLOXO1C,DALIN1C,MISMA_SID_G1,MISMA_SID_G3,A20N,B738,M,M,R,R,False,2026-05-23T06:13:02,2026-05-23T06:11:49,True,True,,2.9916261743941988,2237.1514666666653,False,0.05435083236717937,50.3832,True,,,2.9916261743941988,70.0,,,0.05435083236717937,,3.0,2.9916261743941988,True,DALIN1C,B738,2026-05-23T06:13:13,2026-05-23T06:13:32,41.278873571409996,2.06594069266,31195.848536925787,18203.954165796742,589.7714666666681,169.0,-21.094,-118.652344,-123.75,1.865492363131977,roll,False,,,DALIN1C,B738,M,2026-05-23T06:13:13,169.0,800.0,210.84030164282143,3000.0,41.84030164282143,NADP2,30.0,2026-05-23T06:13:37.716626760,2026-05-23T06:14:58.840301642
VLG8VX,VLG,24L,2026-05-23T06:14:39,DIPES1C,MISMA_SID_G3,A320,M,R,2026-05-23T06:14:23,2026-05-23T06:17:41,2026-05-23T06:14:26,False,DIPES1C,A320,2026-05-23T06:14:39,True,2026-05-23T06:14:46.501607166,41.28218823009422,2.074393783509031,386.76734485952943,164.49517850147495,-113.55581753871681,0.007637722764770477,False,2026-05-23T06:14:55,NSZ3DA,2026-05-23T06:13:13,2026-05-23T06:14:39,DALIN1C,DIPES1C,MISMA_SID_G3,MISMA_SID_G3,B738,A320,M,M,R,R,True,2026-05-23T06:14:26,2026-05-23T06:14:23,True,True,,3.7383656344449587,1848.8896000000013,False,3.6545958358512736,1775.2896000000014,False,,,3.7383656344449587,84.0,,,3.6545958358512736,,5.0,3.7383656344449587,True,DIPES1C,A320,2026-05-23T06:14:39,2026-05-23T06:14:55,41.2791858805339,2.0666738593825533,31256.94641540746,18238.932442781002,801.7170666666667,159.0,0.879,-125.15625,-115.488,1.827565691168977,roll+hdg,False,,,DIPES1C,A320,M,2026-05-23T06:14:39,159.0,800.0,202.0,3000.0,43.0,NADP2,30.0,2026-05-23T06:14:54.964439559,2026-05-23T06:16:10.028335443
IBE04GZ,IBE,24L,2026-05-23T06:15:45,SENIA1C,MISMA_SID_G2,A320,M,R,2026-05-23T06:15:27,2026-05-23T06:18:37,2026-05-23T06:15:32,False,SENIA1C,A320,2026-05-23T06:15:45,True,2026-05-23T06:15:52.759140528,41.28217680561012,2.0743982421094165,380.98916981633874,162.0,-113.203125,0.008352361063752702,False,2026-05-23T06:16:03,VLG8VX,2026-05-23T06:14:39,2026-05-23T06:15:45,DIPES1C,SENIA1C,MISMA_SID_G3,MISMA_SID_G2,A320,A320,M,M,R,R,False,2026-05-23T06:15:32,2026-05-23T06:15:27,True,True,,2.7672421953270496,1781.0197333333333,False,2.6968462007200813,1688.4186666666667,False,,,2.7672421953270496,66.0,,,2.6968462007200813,,3.0,2.7672421953270496,True,SENIA1C,A320,2026-05-23T06:15:45,2026-05-23T06:16:03,41.27842955311087,2.065712952079238,31177.036298521794,18154.51504761736,825.7128,155.0,1.406,-129.902344,-116.719,1.8863296476240963,roll+hdg,False,,,SENIA1C,A320,M,2026-05-23T06:15:45,154.0,800.0,250.0,3000.0,96.0,NADP2,30.0,2026-05-23T06:16:01.879218750,2026-05-23T06:17:34.567282608
NSZ5528,NSZ,24L,2026-05-23T06:17:05,DUQQI1C,MISMA_SID_G1,B738,M,R,2026-05-23T06:16:46,2026-05-23T06:19:33,2026-05-23T06:16:51,False,DUQQI1C,B738,2026-05-23T06:17:05,True,2026-05-23T06:17:11.942573189,41.282155477177604,2.0744033580637287,236.51788679101193,170.0,-111.972656,0.009649472291318932,False,2026-05-23T06:17:23,IBE04GZ,2026-05-23T06:15:45,2026-05-23T06:17:05,SENIA1C,DUQQI1C,MISMA_SID_G2,MISMA_SID_G1,A320,B738,M,M,R,R,False,2026-05-23T06:16:51,2026-05-23T06:16:46,True,True,,3.380518392226423,1852.9087999999986,False,3.2603109919320037,1790.1567999999986,False,,,3.380518392226423,79.0,,,3.2603109919320037,,3.0,3.380518392226423,False,DUQQI1C,B738,2026-05-23T06:17:05,2026-05-23T06:17:23,41.27760088425814,2.0639831656955874,31032.927544982136,18061.782754496446,662.5848000000013,173.0,-4.395,-128.320312,-115.137,1.9783277632904759,roll+hdg,False,,,DUQQI1C,B738,M,2026-05-23T06:17:05,173.0,800.0,222.0,3000.0,49.0,NADP2,30.0,2026-05-23T06:17:26.169559482,2026-05-23T06:18:34.372590425
VLG5WG,VLG,24L,2026-05-23T06:20:12,DUQQI1C,MISMA_SID_G1,A20N,M,R,2026-05-23T06:19:50,2026-05-23T06:22:25,2026-05-23T06:19:56,False,DUQQI1C,A20N,2026-05-23T06:20:12,True,2026-05-23T06:20:18.117246017,41.28232136548112,2.0743456263500315,579.7706236986315,144.0,-116.894531,0.0006465279345235292,False,2026-05-23T06:20:19,NSZ5528,2026-05-23T06:17:05,2026-05-23T06:20:12,DUQQI1C,DUQQI1C,MISMA_SID_G1,MISMA_SID_G1,B738,A20N,M,M,R,R,True,,,False,False,TWR no computable: precedente sin posicion en la primera deteccion del siguiente; TMA no computable: sin solape temporal dentro del filtro,,,False,,,,,,,185.0,,,,,5.0,,False,DUQQI1C,A20N,2026-05-23T06:20:12,2026-05-23T06:20:19,41.282014022612444,2.0736250365645232,31836.244712920117,18555.826882826208,618.8472,144.0,-20.918,-116.894531,-119.355,1.4715502398767242,roll,False,,,DUQQI1C,A20N,M,2026-05-23T06:20:12,144.0,800.0,207.0,3000.0,63.0,NADP2,30.0,2026-05-23T06:20:23.256230263,2026-05-23T06:21:32.289250
VLG45PN,VLG,24L,2026-05-23T06:21:38,AGENA1C,MISMA_SID_G3,A320,M,R,2026-05-23T06:21:22,2026-05-23T06:24:21,2026-05-23T06:21:27,False,AGENA1C,A320,2026-05-23T06:21:38,True,2026-05-23T06:21:48.650409393,41.28219484238638,2.0743914215166726,328.8309958806335,163.0,-112.851562,0.0072266630960045155,False,2026-05-23T06:21:58,VLG5WG,2026-05-23T06:20:12,2026-05-23T06:21:38,DUQQI1C,AGENA1C,MISMA_SID_G1,MISMA_SID_G3,A20N,A320,M,M,R,R,False,2026-05-23T06:21:27,2026-05-23T06:21:22,True,True,,4.088441693108733,2716.322133333333,False,3.9227056413012096,2465.1242666666667,False,,,4.088441693108733,91.0,,,3.9227056413012096,,3.0,4.088441693108733,False,AGENA1C,A320,2026-05-23T06:21:38,2026-05-23T06:21:58,41.27903975157011,2.0658743264757304,31190.226827075097,18222.40152311014,778.892,158.0,-0.527,-121.816406,-115.312,1.8639370741921635,roll+hdg,False,,,AGENA1C,A320,M,2026-05-23T06:21:38,158.0,800.0,230.0,3000.0,72.0,NADP2,30.0,2026-05-23T06:21:58.465617647,2026-05-23T06:23:20.859030120
VLG65MT,VLG,24L,2026-05-23T06:23:04,LOBAR1C,MISMA_SID_G1,A320,M,R,2026-05-23T06:22:46,2026-05-23T06:26:01,2026-05-23T06:22:52,False,LOBAR1C,A320,2026-05-23T06:23:04,True,2026-05-23T06:23:13.247554303,41.28218489600033,2.0743954598730303,350.4933487137281,162.7524456964073,-113.33195164883308,0.007850683111190589,False,2026-05-23T06:23:15,VLG45PN,2026-05-23T06:21:38,2026-05-23T06:23:04,AGENA1C,LOBAR1C,MISMA_SID_G3,MISMA_SID_G1,A320,A320,M,M,R,R,False,2026-05-23T06:22:52,2026-05-23T06:22:46,True,True,,3.6942244525900896,1970.8224,False,3.537321608038474,1906.2528,False,,,3.6942244525900896,85.0,,,3.537321608038474,,3.0,3.6942244525900896,False,LOBAR1C,A320,2026-05-23T06:23:04,2026-05-23T06:23:15,41.281611567945575,2.0727977916425937,31767.338116026407,18510.788401161753,430.5672,162.0,-7.207,-114.257812,-116.543,1.5155611776202293,roll,False,,,LOBAR1C,A320,M,2026-05-23T06:23:04,160.0,800.0,230.0,3000.0,70.0,NADP2,30.0,2026-05-23T06:23:23.522103658,2026-05-23T06:24:48.099844827
IBE2601,IBE,24L,2026-05-23T06:25:25,LOTOS1C,MISMA_SID_G2,A332,H,R,2026-05-23T06:25:10,2026-05-23T06:30:20,2026-05-23T06:25:11,False,LOTOS1C,A332,2026-05-23T06:25:25,True,2026-05-23T06:25:32.455120076,41.28211022908034,2.0744227986323933,192.37110648235821,164.0,-113.027344,0.012500292366348371,False,2026-05-23T06:25:42,VLG65MT,2026-05-23T06:23:04,2026-05-23T06:25:25,LOBAR1C,LOTOS1C,MISMA_SID_G1,MISMA_SID_G2,A320,A332,M,H,R,R,False,2026-05-23T06:25:11,2026-05-23T06:25:10,True,True,,7.28566823189727,4022.238933333333,False,7.246939390220267,3979.0389333333337,False,,,7.28566823189727,139.0,,,7.246939390220267,,3.0,7.28566823189727,False,LOTOS1C,A332,2026-05-23T06:25:25,2026-05-23T06:25:42,41.27875523091642,2.0654302269138647,31153.263382427,18190.61568977663,614.8301333333334,161.0,-0.176,-121.464844,-115.488,1.8893464155944202,roll+hdg,False,,,LOTOS1C,A332,H,2026-05-23T06:25:25,161.0,800.0,159.0,3000.0,-2.0,NADP1,30.0,2026-05-23T06:25:46.996630434,2026-05-23T06:27:30.741306451
VLG93DX,VLG,24L,2026-05-23T06:27:46,LARPA1C,MISMA_SID_G2,A320,M,R,2026-05-23T06:27:26,2026-05-23T06:30:20,2026-05-23T06:27:31,False,LARPA1C,A320,2026-05-23T06:27:46,True,2026-05-23T06:27:52.036557929,41.28226246926518,2.0743663202145326,402.45081149904985,162.0,-112.148438,0.0030118762252245267,False,2026-05-23T06:28:02,IBE2601,2026-05-23T06:25:25,2026-05-23T06:27:46,LOTOS1C,LARPA1C,MISMA_SID_G2,MISMA_SID_G2,A332,A320,H,M,R,R,True,2026-05-23T06:27:31,2026-05-23T06:27:26,True,True,,5.807210887067283,2979.8271999999997,False,5.681153200500662,2889.1536,False,5.0,120.0,5.807210887067283,140.0,False,5.0,5.681153200500662,False,5.0,5.807210887067283,False,LARPA1C,A320,2026-05-23T06:27:46,2026-05-23T06:28:02,41.279049130653725,2.0652862398161993,31141.094944477747,18223.23386862467,851.0749333333333,156.0,1.055,-122.695312,-114.082,1.8877571365218662,roll+hdg,False,,,LARPA1C,A320,M,2026-05-23T06:27:46,157.0,800.0,212.0,3000.0,55.0,NADP2,30.0,2026-05-23T06:28:00.533170329,2026-05-23T06:29:17.523435483
SWT7TN,SWT,24L,2026-05-23T06:29:12,LARPA1C,MISMA_SID_G2,AT72,M,NR+,2026-05-23T06:28:50,2026-05-23T06:33:24,2026-05-23T06:28:54,False,LARPA1C,AT72,2026-05-23T06:29:12,True,2026-05-23T06:29:19,41.281443902419824,2.0754433086589796,684.1943999999993,125.0,-125.507812,0.07172420375975905,True,2026-05-23T06:29:14,VLG93DX,2026-05-23T06:27:46,2026-05-23T06:29:12,LARPA1C,LARPA1C,MISMA_SID_G2,MISMA_SID_G2,A320,AT72,M,M,R,NR+,True,2026-05-23T06:28:54,2026-05-23T06:28:50,True,True,,3.4768745573589537,2060.8677333333344,False,3.378156611550794,2041.2837333333334,False,,,3.4768745573589537,83.0,,,3.378156611550794,,3.0,3.4768745573589537,False,LARPA1C,AT72,2026-05-23T06:29:12,2026-05-23T06:29:14,41.2831244737318,2.0787607511391815,32264.69718931604,18681.15524899865,495.4727999999993,130.0,-0.176,-121.992188,-116.191,1.2336444211402113,roll+hdg,False,,,LARPA1C,AT72,M,2026-05-23T06:29:12,126.0,800.0,171.0,3000.0,45.0,NADP2,30.0,2026-05-23T06:29:24.089877358,2026-05-23T06:31:10.396475609
EJU37TW,EJU,24L,2026-05-23T06:31:18,NATPI1C,MISMA_SID_G1,A319,M,R,2026-05-23T06:31:01,2026-05-23T06:33:36,2026-05-23T06:31:02,False,NATPI1C,A319,2026-05-23T06:31:18,True,2026-05-23T06:31:24.099363699,41.28214304992513,2.0744103573326393,353.4802202972081,157.0,-111.796875,0.01045148847614672,False,2026-05-23T06:31:31,SWT7TN,2026-05-23T06:29:12,2026-05-23T06:31:18,LARPA1C,NATPI1C,MISMA_SID_G2,MISMA_SID_G1,AT72,A319,M,M,NR+,R,False,2026-05-23T06:31:02,2026-05-23T06:31:01,True,True,,5.351684443124413,2788.538666666666,False,5.320722084003392,2766.671999999999,False,,,5.351684443124413,128.0,,,5.320722084003392,,6.0,5.351684443124413,True,NATPI1C,A319,2026-05-23T06:31:18,2026-05-23T06:31:31,41.279824859010596,2.068159206093572,31380.719575543608,18310.496279610423,598.8029333333334,156.0,-13.359,-115.136719,-120.586,1.7505825817725285,roll,False,,,NATPI1C,A319,M,2026-05-23T06:31:18,157.0,800.0,208.0,3000.0,51.0,NADP2,30.0,2026-05-23T06:31:36.406249999,2026-05-23T06:32:43.341642857
VLG92CD,VLG,24L,2026-05-23T06:33:09,NATPI1C,MISMA_SID_G1,A320,M,R,2026-05-23T06:32:53,2026-05-23T06:35:56,2026-05-23T06:32:56,False,NATPI1C,A320,2026-05-23T06:33:09,True,2026-05-23T06:33:17.435663428,41.282148025865006,2.0744118607809687,398.86590111256254,161.0,-113.554688,0.010181734058695747,False,2026-05-23T06:33:25,EJU37TW,2026-05-23T06:31:18,2026-05-23T06:33:09,NATPI1C,NATPI1C,MISMA_SID_G1,MISMA_SID_G1,A319,A320,M,M,R,R,True,2026-05-23T06:32:56,2026-05-23T06:32:53,True,True,,5.446145814110735,3561.908799999999,False,5.342831166045748,3411.5087999999987,False,,,5.446145814110735,114.0,,,5.342831166045748,,5.0,5.446145814110735,False,NATPI1C,A320,2026-05-23T06:33:09,2026-05-23T06:33:25,41.279461995006756,2.0674448950122746,31321.22455808216,18269.901805094345,728.4322666666667,160.0,-0.527,-121.640625,-115.84,1.7890282052525845,roll+hdg,False,,,NATPI1C,A320,M,2026-05-23T06:33:09,160.0,800.0,230.0,3000.0,70.0,NADP2,30.0,2026-05-23T06:33:26.765651315,2026-05-23T06:34:52.546432342
VLG2974,VLG,24L,2026-05-23T06:34:25,NATPI1C,MISMA_SID_G1,A20N,M,R,2026-05-23T06:34:05,2026-05-23T06:36:44,2026-05-23T06:34:10,False,NATPI1C,A20N,2026-05-23T06:34:25,True,2026-05-23T06:34:32.171407538,41.28219754197544,2.0743928879344447,619.7207831588679,150.48577738335516,-114.20742254353718,0.007087992581934516,False,2026-05-23T06:34:37,VLG92CD,2026-05-23T06:33:09,2026-05-23T06:34:25,NATPI1C,NATPI1C,MISMA_SID_G1,MISMA_SID_G1,A320,A20N,M,M,R,R,True,2026-05-23T06:34:10,2026-05-23T06:34:05,True,True,,3.25812332135576,1642.472,False,3.152168489089214,1578.4389333333334,False,,,3.25812332135576,74.0,,,3.152168489089214,,5.0,3.25812332135576,True,NATPI1C,A20N,2026-05-23T06:34:25,2026-05-23T06:34:37,41.28043290401778,2.0705309760267467,31578.554144802114,18378.94281717041,807.6072,150.0,-4.043,-129.550781,-114.785,1.6382496194975595,roll+hdg,False,,,NATPI1C,A20N,M,2026-05-23T06:34:25,149.65745677233429,800.0,215.0,3000.0,65.34254322766571,NADP2,30.0,2026-05-23T06:34:36.828728386,2026-05-23T06:35:47.009439189
TVF32PR,TVF,24L,2026-05-23T06:43:59,OLOXO1C,MISMA_SID_G1,B738,M,R,2026-05-23T06:43:44,2026-05-23T06:46:23,2026-05-23T06:43:47,False,OLOXO1C,B738,2026-05-23T06:43:59,True,2026-05-23T06:44:08.371573580,41.28211119390898,2.0744274678266956,397.73176522357096,164.11472074151797,-114.45375909823835,0.012501663262753045,False,2026-05-23T06:44:14,VLG2974,2026-05-23T06:34:25,2026-05-23T06:43:59,NATPI1C,OLOXO1C,MISMA_SID_G1,MISMA_SID_G1,A20N,B738,M,M,R,R,True,,,False,False,TWR no computable: precedente sin posicion en la primera deteccion del siguiente; TMA no computable: sin solape temporal dentro del filtro,,,False,,,,,,,577.0,,,,,5.0,,False,OLOXO1C,B738,2026-05-23T06:43:59,2026-05-23T06:44:14,41.280126783588756,2.0692888835790177,31474.94216707788,18344.466203059725,665.749066666668,164.0,-6.328,-116.191406,-116.543,1.6967493756812473,roll,False,,,OLOXO1C,B738,M,2026-05-23T06:43:59,166.0,800.0,213.0,3000.0,47.0,NADP2,30.0,2026-05-23T06:44:17.342349315,2026-05-23T06:45:22.236537234
VLG21PG,VLG,24L,2026-05-23T06:46:05,LOTOS1C,MISMA_SID_G2,A20N,M,R,2026-05-23T06:45:48,2026-05-23T06:48:43,2026-05-23T06:45:53,False,LOTOS1C,A20N,2026-05-23T06:46:05,True,2026-05-23T06:46:15.087580565,41.28233118524303,2.0743432904714303,544.747170313585,155.73725830203173,-111.69163234184525,0.0012426960986580092,False,2026-05-23T06:46:17,TVF32PR,2026-05-23T06:43:59,2026-05-23T06:46:05,OLOXO1C,LOTOS1C,MISMA_SID_G1,MISMA_SID_G2,B738,A20N,M,M,R,R,False,2026-05-23T06:45:53,2026-05-23T06:45:48,True,True,,6.259477618823636,4675.036800000002,False,6.057392161808103,4365.705066666668,False,,,6.259477618823636,126.0,,,6.057392161808103,,3.0,6.259477618823636,False,LOTOS1C,A20N,2026-05-23T06:46:05,2026-05-23T06:46:17,41.28174964595561,2.0726520085811697,31755.093525941615,18526.083559631523,594.8397333333334,153.0,-22.676,-114.257812,-116.719,1.5180788757170505,roll,False,,,LOTOS1C,A20N,M,2026-05-23T06:46:05,153.0,800.0,212.39669802349567,3000.0,59.396698023495674,NADP2,30.0,2026-05-23T06:46:21.789500,2026-05-23T06:47:31.396698023
AEA38LZ,AEA,24L,2026-05-23T06:48:42,LARPA1C,MISMA_SID_G2,B738,M,R,2026-05-23T06:48:20,2026-05-23T06:51:43,2026-05-23T06:48:22,False,LARPA1C,B738,2026-05-23T06:48:42,True,2026-05-23T06:48:44.127053812,41.28207684780282,2.0744411351545975,311.4733238112213,161.0,-115.664062,0.014653997010189643,False,2026-05-23T06:48:49,VLG21PG,2026-05-23T06:46:05,2026-05-23T06:48:42,LOTOS1C,LARPA1C,MISMA_SID_G2,MISMA_SID_G2,A20N,B738,M,M,R,R,True,2026-05-23T06:48:22,2026-05-23T06:48:20,True,True,,8.006087004475427,4864.536,False,7.893644913571646,4758.936,False,,,8.006087004475427,149.0,,,7.893644913571646,,5.0,8.006087004475427,False,LARPA1C,B738,2026-05-23T06:48:42,2026-05-23T06:48:49,41.28034869977963,2.070026778913727,31536.475585054755,18369.401087449034,522.5602666666666,161.0,-7.031,-117.070312,-117.598,1.6609581869845855,roll,False,,,LARPA1C,B738,M,2026-05-23T06:48:42,162.0,800.0,214.0,3000.0,52.0,NADP2,30.0,2026-05-23T06:48:57.402729508,2026-05-23T06:50:21.738343749
RYR2889,RYR,24L,2026-05-23T06:50:43,LARPA1C,MISMA_SID_G2,B738,M,R,2026-05-23T06:50:24,2026-05-23T06:53:43,2026-05-23T06:50:29,False,LARPA1C,B738,2026-05-23T06:50:43,True,2026-05-23T06:50:50.395328462,41.28223877178519,2.074375992082393,336.2944874088191,159.0,-113.203125,0.004498824111381698,False,2026-05-23T06:50:53,AEA38LZ,2026-05-23T06:48:42,2026-05-23T06:50:43,LARPA1C,LARPA1C,MISMA_SID_G2,MISMA_SID_G2,B738,B738,M,M,R,R,True,2026-05-23T06:50:29,2026-05-23T06:50:24,True,True,,5.746941562930867,3261.0367999999985,False,5.5369887210956605,3069.843733333332,False,,,5.746941562930867,127.0,,,5.5369887210956605,,5.0,5.746941562930867,False,LARPA1C,B738,2026-05-23T06:50:43,2026-05-23T06:50:53,41.28136356087657,2.072014499875883,31702.027410709106,18482.934458023956,431.4440000000014,160.0,-16.523,-115.3125,-117.949,1.553888308542387,roll,False,,,LARPA1C,B738,M,2026-05-23T06:50:43,164.0,800.0,205.0,3000.0,41.0,NADP2,30.0,2026-05-23T06:51:04.124172131,2026-05-23T06:52:15.390814160
VLG200Z,VLG,24L,2026-05-23T06:52:34,LARPA1C,MISMA_SID_G2,A320,M,R,2026-05-23T06:52:16,2026-05-23T06:55:18,2026-05-23T06:52:22,False,LARPA1C,A320,2026-05-23T06:52:34,True,2026-05-23T06:52:42.767064605,41.28225295259537,2.07436997840611,384.807599931239,164.0,-113.027344,0.00360633177523509,False,2026-05-23T06:52:52,RYR2889,2026-05-23T06:50:43,2026-05-23T06:52:34,LARPA1C,LARPA1C,MISMA_SID_G2,MISMA_SID_G2,B738,A320,M,M,R,R,True,2026-05-23T06:52:22,2026-05-23T06:52:16,True,True,,5.316385889767413,3223.386666666668,False,5.101109293797525,2963.6218666666678,False,,,5.316385889767413,113.0,,,5.101109293797525,,5.0,5.316385889767413,False,LARPA1C,A320,2026-05-23T06:52:34,2026-05-23T06:52:52,41.27920529770541,2.0659923526853707,31200.00672685813,18240.846227469334,852.9677333333333,159.0,-0.879,-121.992188,-115.137,1.8549064765301313,roll+hdg,False,,,LARPA1C,A320,M,2026-05-23T06:52:34,159.0,800.0,212.4878602847552,3000.0,53.487860284755186,NADP2,30.0,2026-05-23T06:52:50.924824468,2026-05-23T06:54:07.512139715
VLG57RJ,VLG,24L,2026-05-23T06:53:49,DIPES1C,MISMA_SID_G3,A320,M,R,2026-05-23T06:53:28,2026-05-23T06:56:30,2026-05-23T06:53:33,False,DIPES1C,A320,2026-05-23T06:53:49,True,2026-05-23T06:53:54.370303265,41.28219137596833,2.0743941054242874,429.03917758043644,160.0,-114.785156,0.007459291742710943,False,2026-05-23T06:54:01,VLG200Z,2026-05-23T06:52:34,2026-05-23T06:53:49,LARPA1C,DIPES1C,MISMA_SID_G2,MISMA_SID_G3,A320,A320,M,M,R,R,False,2026-05-23T06:53:33,2026-05-23T06:53:28,True,True,,2.9881215301930126,1777.7717333333333,False,2.9126602912618025,1686.9349333333334,False,,,2.9881215301930126,71.0,,,2.9126602912618025,,3.0,2.9881215301930126,True,DIPES1C,A320,2026-05-23T06:53:49,2026-05-23T06:54:01,41.27994474726481,2.068565774139684,31414.62471339691,18323.969517471345,699.5832,156.0,-26.367,-120.410156,-124.102,1.7309190091554623,roll,False,,,DIPES1C,A320,M,2026-05-23T06:53:49,156.0,800.0,210.0,3000.0,54.0,NADP2,30.0,2026-05-23T06:54:03.275231038,2026-05-23T06:55:20.515500
RYR63PB,RYR,24L,2026-05-23T06:55:15,LOTOS1C,MISMA_SID_G2,B738,M,R,2026-05-23T06:55:00,2026-05-23T06:58:10,2026-05-23T06:55:03,False,LOTOS1C,B738,2026-05-23T06:55:15,True,2026-05-23T06:55:23.984817747,41.28216293723665,2.07440341775003,305.60990763887895,168.95445324230113,-114.082031,0.009217111989347184,False,2026-05-23T06:55:32,VLG57RJ,2026-05-23T06:53:49,2026-05-23T06:55:15,DIPES1C,LOTOS1C,MISMA_SID_G3,MISMA_SID_G2,A320,B738,M,M,R,R,False,2026-05-23T06:55:03,2026-05-23T06:55:00,True,True,,3.9883227832738672,2143.050133333333,False,3.8843929589552615,2053.4501333333333,False,,,3.9883227832738672,90.0,,,3.8843929589552615,,3.0,3.9883227832738672,False,LOTOS1C,B738,2026-05-23T06:55:15,2026-05-23T06:55:32,41.27926642877481,2.0668275340174427,31269.74516708465,18247.941580907696,685.0946666666666,169.0,-0.703,-122.167969,-115.137,1.8192290654956627,roll+hdg,False,,,LOTOS1C,B738,M,2026-05-23T06:55:15,169.0,800.0,214.0,3000.0,45.0,NADP2,30.0,2026-05-23T06:55:34.534676470,2026-05-23T06:56:47.357552325
EWG81R,EWG,24L,2026-05-23T06:56:56,AGENA1C,MISMA_SID_G3,A320,M,R,2026-05-23T06:56:35,2026-05-23T06:59:26,2026-05-23T06:56:39,False,AGENA1C,A320,2026-05-23T06:56:56,True,2026-05-23T06:56:59.995164556,41.28219953537174,2.0743895487843407,491.6371578613057,156.00967088677803,-114.77835615773421,0.006932633656755449,False,2026-05-23T06:57:01,RYR63PB,2026-05-23T06:55:15,2026-05-23T06:56:56,LOTOS1C,AGENA1C,MISMA_SID_G2,MISMA_SID_G3,B738,A320,M,M,R,R,False,2026-05-23T06:56:39,2026-05-23T06:56:35,True,True,,4.312964895951602,2604.1136,False,4.187050083591095,2453.056,False,,,4.312964895951602,96.0,,,4.187050083591095,,3.0,4.312964895951602,False,AGENA1C,A320,2026-05-23T06:56:56,2026-05-23T06:57:01,41.281886059690436,2.0734972765200315,31825.634577253175,18541.55644159028,537.1373333333333,156.0,-10.371,-114.785156,-114.785,1.479998111936266,roll,False,,,AGENA1C,A320,M,2026-05-23T06:56:56,156.0,800.0,214.0,3000.0,58.0,NADP2,30.0,2026-05-23T06:57:06.823426136,2026-05-23T06:58:23.626621212
